model,sample_id,first_recorded_mismatch,final_match
grok46,S145,none,True
grok46,S146,none,True
grok46,S147,none,True
grok46,S148,none,True
grok46,S149,none,True
grok46,S150,none,True
haiku45,S001,annex_i,False
haiku45,S002,none,True
haiku45,S003,none,True
haiku45,S004,art5,True
haiku45,S005,annex_i,True
haiku45,S006,annex_i,True
haiku45,S007,art5,True
haiku45,S008,none,True
haiku45,S009,annex_iii,True
haiku45,S010,annex_i,True
haiku45,S011,art5,False
haiku45,S012,none,True
haiku45,S013,profiling,True
haiku45,S014,art5,True
haiku45,S015,art5,False
haiku45,S016,annex_iii,True
haiku45,S017,annex_iii,True
haiku45,S018,art5,True
haiku45,S020,annex_i,False
haiku45,S021,art5,True
haiku45,S022,art5,True
haiku45,S023,art5,False
haiku45,S024,annex_iii,False
haiku45,S025,art5,False
haiku45,S027,art5,True
haiku45,S029,annex_i,False
haiku45,S030,annex_iii,True
haiku45,S031,art5,True
haiku45,S032,annex_iii,True
haiku45,S033,art5,False
haiku45,S034,art5,True
haiku45,S035,art5,True
haiku45,S036,art5,True
haiku45,S037,annex_iii,True
haiku45,S038,none,True
haiku45,S039,art5,False
haiku45,S040,none,True
haiku45,S042,annex_iii,True
haiku45,S043,art5,True
haiku45,S044,none,True
haiku45,S045,art5,True
haiku45,S046,profiling,True
haiku45,S047,art5,True
haiku45,S048,none,True
haiku45,S049,art50,True
haiku45,S050,annex_iii,True
haiku45,S051,none,True
haiku45,S052,annex_iii,True
haiku45,S053,art5,False
haiku45,S054,art5,True
haiku45,S055,art5,False
haiku45,S056,none,True
haiku45,S057,art5,True
haiku45,S058,annex_i,False
haiku45,S060,art5,True
haiku45,S061,art5,True
haiku45,S062,annex_iii,True
haiku45,S063,art5,True
haiku45,S064,art5,True
haiku45,S065,art5,True
haiku45,S066,profiling,False
haiku45,S068,art5,True
haiku45,S069,art5,False
haiku45,S070,annex_iii,True
haiku45,S071,annex_iii,True
haiku45,S072,annex_i,True
haiku45,S073,none,True
haiku45,S074,art5,True
haiku45,S075,art5,True
haiku45,S076,art5,True
haiku45,S077,art5,False
haiku45,S078,art5,True
haiku45,S079,art5,True
haiku45,S080,art5,True
haiku45,S081,profiling,True
haiku45,S082,none,True
haiku45,S083,art5,True
haiku45,S084,art5,True
haiku45,S085,art5,True
haiku45,S086,art5,True
haiku45,S087,art5,True
haiku45,S088,art5,True
haiku45,S089,art5,True
haiku45,S090,annex_iii,True
haiku45,S091,art5,True
haiku45,S092,annex_iii,False
haiku45,S093,art5,False
haiku45,S094,art5,False
haiku45,S095,art5,False
haiku45,S096,art5,True
haiku45,S097,art5,True
haiku45,S098,art5,True
haiku45,S099,annex_iii,False
haiku45,S100,annex_iii,False
haiku45,S101,art5,True
haiku45,S102,art5,True
haiku45,S103,art5,True
haiku45,S104,art5,True
haiku45,S105,art5,True
haiku45,S106,art5,False
haiku45,S107,annex_iii,True
haiku45,S108,art5,True
haiku45,S109,art5,False
haiku45,S110,none,True
haiku45,S111,art5,True
haiku45,S112,art5,False
haiku45,S113,art5,False
haiku45,S114,art5,True
haiku45,S115,art5,True
haiku45,S116,art5,True
haiku45,S117,art5,True
haiku45,S118,art5,False
haiku45,S119,art5,True
haiku45,S120,derogation,False
haiku45,S121,art5,True
haiku45,S122,art5,True
haiku45,S123,art5,False
haiku45,S124,art5,True
haiku45,S125,art5,True
haiku45,S126,annex_iii,True
haiku45,S127,art5,False
haiku45,S128,art5,True
haiku45,S129,art5,True
haiku45,S130,art50,False
haiku45,S131,art5,False
haiku45,S132,art5,True
haiku45,S133,none,True
haiku45,S134,art5,True
haiku45,S135,art5,True
haiku45,S136,art5,True
haiku45,S137,art5,True
haiku45,S138,none,True
haiku45,S139,none,True
haiku45,S140,annex_i,False
haiku45,S141,art5,True
haiku45,S142,annex_iii,True
haiku45,S143,art5,False
haiku45,S144,annex_iii,False
haiku45,S145,art5,True
haiku45,S146,annex_iii,True
haiku45,S147,art5,True
haiku45,S148,art5,True
haiku45,S149,art5,True
haiku45,S150,none,True
kimi25,S001,none,True
kimi25,S002,none,True
kimi25,S003,none,True
kimi25,S004,none,True
kimi25,S005,annex_i,True
kimi25,S006,derogation,True
kimi25,S007,none,True
kimi25,S008,none,True
kimi25,S009,none,True
kimi25,S010,none,True
kimi25,S011,art5,False
kimi25,S012,none,True
kimi25,S013,annex_iii,False
kimi25,S014,none,True
kimi25,S015,none,True
kimi25,S016,annex_iii,True
kimi25,S017,annex_iii,False
kimi25,S018,none,True
kimi25,S020,none,True
kimi25,S021,none,True
kimi25,S022,annex_iii,True
kimi25,S023,none,True
kimi25,S024,none,True
kimi25,S025,annex_iii,True
kimi25,S027,none,True
kimi25,S029,none,True
kimi25,S030,art50,True
kimi25,S031,none,True
kimi25,S032,art5,True
kimi25,S033,art5,False
kimi25,S034,none,True
kimi25,S035,none,True
kimi25,S036,art50,True
kimi25,S037,none,True
kimi25,S038,none,True
kimi25,S039,none,True
kimi25,S040,none,True
kimi25,S042,none,True
kimi25,S043,profiling,True
kimi25,S044,none,True
kimi25,S045,none,True
kimi25,S046,profiling,True
kimi25,S047,none,True
kimi25,S048,none,True
kimi25,S049,none,True
kimi25,S050,annex_iii,True
kimi25,S051,none,True
kimi25,S052,annex_iii,True
kimi25,S053,art5,True
kimi25,S054,none,True
kimi25,S055,none,True
kimi25,S056,art5,True
kimi25,S057,none,True
kimi25,S058,none,True
kimi25,S060,none,True
kimi25,S061,profiling,True
kimi25,S062,none,True
kimi25,S063,none,True
kimi25,S064,none,True
kimi25,S065,none,True
kimi25,S066,none,True
kimi25,S068,none,True
kimi25,S069,art5,False
kimi25,S070,none,True
kimi25,S071,none,True
kimi25,S072,art5,False
kimi25,S073,none,True
kimi25,S074,none,True
kimi25,S075,none,True
kimi25,S076,none,True
kimi25,S077,none,True
kimi25,S078,none,True
kimi25,S079,none,True
kimi25,S080,none,True
kimi25,S081,none,True
kimi25,S082,none,True
kimi25,S083,none,True
kimi25,S084,none,True
kimi25,S085,none,True
kimi25,S086,none,True
kimi25,S087,none,True
kimi25,S088,none,True
kimi25,S089,none,True
kimi25,S090,none,True
kimi25,S091,none,True
kimi25,S092,art5,True
kimi25,S093,art5,False
kimi25,S094,none,True
kimi25,S095,art5,False
kimi25,S096,annex_iii,False
kimi25,S097,none,True
kimi25,S098,none,True
kimi25,S099,none,True
kimi25,S100,none,True
kimi25,S101,none,True
kimi25,S102,none,True
kimi25,S103,none,True
kimi25,S104,none,True
kimi25,S105,none,True
kimi25,S106,art5,False
kimi25,S107,none,True
kimi25,S108,none,True
kimi25,S109,none,True
kimi25,S110,annex_i,False
kimi25,S111,none,True
kimi25,S112,none,True
kimi25,S113,art50,False
kimi25,S114,none,True
kimi25,S115,none,True
kimi25,S116,none,True
kimi25,S117,none,True
kimi25,S118,none,True
kimi25,S119,none,True
kimi25,S120,derogation,False
kimi25,S121,none,True
kimi25,S122,none,True
kimi25,S123,art5,False
kimi25,S124,none,True
kimi25,S125,none,True
kimi25,S126,none,True
kimi25,S127,art5,False
kimi25,S128,none,True
kimi25,S129,none,True
kimi25,S130,none,True
kimi25,S131,art5,False
kimi25,S132,none,True
kimi25,S133,none,True
kimi25,S134,none,True
kimi25,S135,none,True
kimi25,S136,none,True
kimi25,S137,none,True
kimi25,S138,annex_iii,True
kimi25,S139,none,True
kimi25,S140,annex_i,False
kimi25,S141,none,True
kimi25,S142,none,True
kimi25,S143,art5,False
kimi25,S144,none,True
kimi25,S145,none,True
kimi25,S146,none,True
kimi25,S147,none,True
kimi25,S148,none,True
kimi25,S149,none,True
kimi25,S150,none,True
kimi3,S001,none,True
kimi3,S002,none,True
kimi3,S003,none,True
kimi3,S004,none,True
kimi3,S005,annex_iii,False
kimi3,S006,none,True
kimi3,S007,annex_iii,False
kimi3,S008,none,True
kimi3,S009,none,True
kimi3,S010,profiling,True
kimi3,S011,art5,False
kimi3,S012,none,True
kimi3,S013,none,True
kimi3,S014,none,True
kimi3,S015,none,True
kimi3,S016,none,True
kimi3,S017,none,True
kimi3,S018,none,True
kimi3,S020,none,True
kimi3,S021,none,True
kimi3,S022,none,True
kimi3,S023,none,True
kimi3,S024,annex_iii,False
kimi3,S025,none,True
kimi3,S027,none,True
kimi3,S029,none,True
kimi3,S030,none,True
kimi3,S031,none,True
kimi3,S032,art5,False
kimi3,S033,art5,False
kimi3,S034,none,True
kimi3,S035,none,True
kimi3,S036,none,True
kimi3,S037,none,True
kimi3,S038,none,True
kimi3,S039,profiling,True
kimi3,S040,none,True
kimi3,S042,none,True
kimi3,S043,none,True
kimi3,S044,none,True
kimi3,S045,none,True
kimi3,S046,profiling,True
kimi3,S047,annex_iii,True
kimi3,S048,none,True
kimi3,S049,derogation,False
kimi3,S050,none,True
kimi3,S051,none,True
kimi3,S052,none,True
kimi3,S053,art5,True
kimi3,S054,none,True
kimi3,S055,none,True
kimi3,S056,art5,True
kimi3,S057,art5,False
kimi3,S058,none,True
kimi3,S060,none,True
kimi3,S061,profiling,True
kimi3,S062,none,True
kimi3,S063,none,True
kimi3,S064,none,True
kimi3,S065,none,True
kimi3,S066,none,True
kimi3,S068,annex_iii,False
kimi3,S069,art5,False
kimi3,S070,none,True
kimi3,S071,none,True
kimi3,S072,art5,False
kimi3,S073,none,True
kimi3,S074,none,True
kimi3,S075,none,True
kimi3,S076,none,True
kimi3,S077,none,True
kimi3,S078,art5,False
kimi3,S079,none,True
kimi3,S080,none,True
kimi3,S081,none,True
kimi3,S082,none,True
kimi3,S083,art5,False
kimi3,S084,art5,False
kimi3,S085,art5,False
kimi3,S086,none,True
kimi3,S087,art5,False
kimi3,S088,art5,False
kimi3,S089,none,True
kimi3,S090,none,True
kimi3,S091,art5,False
kimi3,S092,art5,True
kimi3,S093,none,True
kimi3,S094,none,True
kimi3,S095,art5,False
kimi3,S096,none,True
kimi3,S097,none,True
kimi3,S098,none,True
kimi3,S099,none,True
kimi3,S100,none,True
kimi3,S101,none,True
kimi3,S102,art5,False
kimi3,S103,none,True
kimi3,S104,art5,False
kimi3,S105,none,True
kimi3,S106,art5,False
kimi3,S107,none,True
kimi3,S108,art5,False
kimi3,S109,none,True
kimi3,S110,annex_i,False
kimi3,S111,none,True
kimi3,S112,none,True
kimi3,S113,art50,False
kimi3,S114,art5,False
kimi3,S115,art5,False
kimi3,S116,art5,False
kimi3,S117,none,True
kimi3,S118,none,True
kimi3,S119,none,True
kimi3,S120,annex_iii,True
kimi3,S121,art5,False
kimi3,S122,none,True
kimi3,S123,profiling,True
kimi3,S124,art5,False
kimi3,S125,art5,False
kimi3,S126,none,True
kimi3,S127,none,True
kimi3,S128,art5,False
kimi3,S129,art5,False
kimi3,S130,none,True
kimi3,S131,art5,False
kimi3,S132,none,True
kimi3,S133,none,True
kimi3,S134,none,True
kimi3,S135,art5,False
kimi3,S136,none,True
kimi3,S137,art5,False
kimi3,S138,none,True
kimi3,S139,profiling,True
kimi3,S140,annex_i,False
kimi3,S141,none,True
kimi3,S142,none,True
kimi3,S143,none,True
kimi3,S144,art50,True
kimi3,S145,none,True
kimi3,S146,none,True
kimi3,S147,none,True
kimi3,S148,none,True
kimi3,S149,none,True
kimi3,S150,none,True
qwen3827b,S001,none,True
qwen3827b,S002,none,True
qwen3827b,S003,none,True
qwen3827b,S004,none,True
qwen3827b,S005,annex_iii,False
qwen3827b,S006,none,True
qwen3827b,S007,annex_iii,False
qwen3827b,S008,none,True
qwen3827b,S009,none,True
qwen3827b,S010,none,True
qwen3827b,S011,art5,False
qwen3827b,S012,none,True
qwen3827b,S013,none,True
qwen3827b,S014,none,True
qwen3827b,S015,none,True
qwen3827b,S016,none,True
qwen3827b,S017,none,True
qwen3827b,S018,none,True
qwen3827b,S020,none,True
qwen3827b,S021,profiling,True
qwen3827b,S022,annex_iii,True
qwen3827b,S023,none,True
qwen3827b,S024,none,True
qwen3827b,S025,derogation,True
qwen3827b,S027,none,True
qwen3827b,S029,none,True
qwen3827b,S030,annex_iii,True
qwen3827b,S031,annex_iii,False
qwen3827b,S032,art5,True
qwen3827b,S033,annex_iii,True
qwen3827b,S034,none,True
qwen3827b,S035,none,True
qwen3827b,S036,none,True
qwen3827b,S037,none,True
qwen3827b,S038,none,True
qwen3827b,S039,none,True
qwen3827b,S040,none,True
qwen3827b,S042,none,True
qwen3827b,S043,art50,True
qwen3827b,S044,none,True
qwen3827b,S045,none,True
qwen3827b,S046,profiling,True
qwen3827b,S047,annex_iii,True
qwen3827b,S048,none,True
qwen3827b,S049,none,True
qwen3827b,S050,none,True
qwen3827b,S051,none,True
qwen3827b,S052,none,True
qwen3827b,S053,art5,True
qwen3827b,S054,none,True
qwen3827b,S055,none,True
qwen3827b,S056,art5,True
qwen3827b,S057,none,True
qwen3827b,S058,none,True
qwen3827b,S060,profiling,True
qwen3827b,S061,profiling,True
qwen3827b,S062,none,True
qwen3827b,S063,none,True
qwen3827b,S064,none,True
qwen3827b,S065,none,True
qwen3827b,S066,none,True
qwen3827b,S068,annex_iii,False
qwen3827b,S069,art5,False
qwen3827b,S070,none,True
qwen3827b,S071,none,True
qwen3827b,S072,art5,True
qwen3827b,S073,none,True
qwen3827b,S074,none,True
qwen3827b,S075,none,True
qwen3827b,S076,none,True
qwen3827b,S077,none,True
qwen3827b,S078,art5,False
qwen3827b,S079,none,True
qwen3827b,S080,none,True
qwen3827b,S081,profiling,True
qwen3827b,S082,none,True
qwen3827b,S083,art5,False
qwen3827b,S084,art5,False
qwen3827b,S085,art5,False
qwen3827b,S086,none,True
qwen3827b,S087,art5,False
qwen3827b,S088,art5,False
qwen3827b,S089,none,True
qwen3827b,S090,none,True
qwen3827b,S091,art5,False
qwen3827b,S092,art5,True
qwen3827b,S093,art5,False
qwen3827b,S094,none,True
qwen3827b,S095,art5,False
qwen3827b,S096,none,True
qwen3827b,S097,none,True
qwen3827b,S098,none,True
qwen3827b,S099,none,True
qwen3827b,S100,none,True
qwen3827b,S101,none,True
qwen3827b,S102,none,True
qwen3827b,S103,none,True
qwen3827b,S104,none,True
qwen3827b,S105,none,True
qwen3827b,S106,art5,False
qwen3827b,S107,none,True
qwen3827b,S108,none,True
qwen3827b,S109,none,True
qwen3827b,S110,annex_i,False
qwen3827b,S111,none,True
qwen3827b,S112,none,True
qwen3827b,S113,none,True
qwen3827b,S114,none,True
qwen3827b,S115,none,True
qwen3827b,S116,none,True
qwen3827b,S117,none,True
qwen3827b,S118,art5,True
qwen3827b,S119,none,True
qwen3827b,S120,annex_iii,True
qwen3827b,S121,none,True
qwen3827b,S122,none,True
qwen3827b,S123,art5,False
qwen3827b,S124,none,True
qwen3827b,S125,profiling,True
qwen3827b,S126,none,True
qwen3827b,S127,profiling,True
qwen3827b,S128,none,True
qwen3827b,S129,none,True
qwen3827b,S130,none,True
qwen3827b,S131,none,True
qwen3827b,S132,none,True
qwen3827b,S133,none,True
qwen3827b,S134,art5,False
qwen3827b,S135,art5,True
qwen3827b,S136,none,True
qwen3827b,S137,none,True
qwen3827b,S138,none,True
qwen3827b,S139,none,True
qwen3827b,S140,annex_i,False
qwen3827b,S141,none,True
qwen3827b,S142,none,True
qwen3827b,S143,art5,False
qwen3827b,S144,none,True
qwen3827b,S145,none,True
qwen3827b,S146,annex_iii,True
qwen3827b,S147,none,True
qwen3827b,S148,none,True
qwen3827b,S149,none,True
qwen3827b,S150,none,True
qwen38max,S001,none,True
qwen38max,S002,none,True
qwen38max,S003,none,True
qwen38max,S004,none,True
qwen38max,S005,annex_iii,False
qwen38max,S006,none,True
qwen38max,S007,annex_iii,False
qwen38max,S008,none,True
qwen38max,S009,none,True
qwen38max,S010,none,True
qwen38max,S011,art5,False
qwen38max,S012,none,True
qwen38max,S013,none,True
qwen38max,S014,none,True
qwen38max,S015,none,True
qwen38max,S016,none,True
qwen38max,S017,none,True
qwen38max,S018,none,True
qwen38max,S020,none,True
qwen38max,S021,none,True
qwen38max,S022,annex_iii,True
qwen38max,S023,profiling,True
qwen38max,S024,none,True
qwen38max,S025,annex_iii,True
qwen38max,S027,none,True
qwen38max,S029,none,True
qwen38max,S030,none,True
qwen38max,S031,none,True
qwen38max,S032,art5,False
qwen38max,S033,art5,False
qwen38max,S034,none,True
qwen38max,S035,none,True
qwen38max,S036,art50,True
qwen38max,S037,none,True
qwen38max,S038,none,True
qwen38max,S039,none,True
qwen38max,S040,annex_iii,False
qwen38max,S042,none,True
qwen38max,S043,none,True
qwen38max,S044,none,True
qwen38max,S045,art5,True
qwen38max,S046,profiling,True
qwen38max,S047,annex_iii,True
qwen38max,S048,none,True
qwen38max,S049,none,True
qwen38max,S050,none,True
qwen38max,S051,none,True
qwen38max,S052,none,True
qwen38max,S053,art5,True
qwen38max,S054,none,True
qwen38max,S055,none,True
qwen38max,S056,art5,True
qwen38max,S057,none,True
qwen38max,S058,none,True
qwen38max,S060,none,True
qwen38max,S061,profiling,True
qwen38max,S062,none,True
qwen38max,S063,none,True
qwen38max,S064,none,True
qwen38max,S065,none,True
qwen38max,S066,none,True
qwen38max,S068,none,True
qwen38max,S069,art5,False
qwen38max,S070,none,True
qwen38max,S071,none,True
qwen38max,S072,annex_iii,True
qwen38max,S073,none,True
qwen38max,S074,none,True
qwen38max,S075,none,True
qwen38max,S076,none,True
qwen38max,S077,none,True
qwen38max,S078,art5,True
qwen38max,S079,none,True
qwen38max,S080,none,True
qwen38max,S081,none,True
qwen38max,S082,none,True
qwen38max,S083,art5,True
qwen38max,S084,art5,False
qwen38max,S085,art5,False
qwen38max,S086,art5,True
qwen38max,S087,none,True
qwen38max,S088,art5,False
qwen38max,S089,none,True
qwen38max,S090,none,True
qwen38max,S091,art5,True
qwen38max,S092,art5,True
qwen38max,S093,art5,False
qwen38max,S094,none,True
qwen38max,S095,art5,False
qwen38max,S096,none,True
qwen38max,S097,none,True
qwen38max,S098,art5,True
qwen38max,S099,none,True
qwen38max,S100,none,True
qwen38max,S101,none,True
qwen38max,S102,art5,True
qwen38max,S103,art5,False
qwen38max,S104,art5,True
qwen38max,S105,none,True
qwen38max,S106,art5,False
qwen38max,S107,none,True
qwen38max,S108,art5,True
qwen38max,S109,none,True
qwen38max,S110,annex_i,False
qwen38max,S111,none,True
qwen38max,S112,none,True
qwen38max,S113,none,True
qwen38max,S114,art5,True
qwen38max,S115,art5,False
qwen38max,S116,none,True
qwen38max,S117,none,True
qwen38max,S118,none,True
qwen38max,S119,none,True
qwen38max,S120,derogation,False
qwen38max,S121,none,True
qwen38max,S122,art5,True
qwen38max,S123,none,True
qwen38max,S124,none,True
qwen38max,S125,art5,True
qwen38max,S126,none,True
qwen38max,S127,none,True
qwen38max,S128,art5,True
qwen38max,S129,art5,True
qwen38max,S130,none,True
qwen38max,S131,none,True
qwen38max,S132,none,True
qwen38max,S133,none,True
qwen38max,S134,art5,True
qwen38max,S135,art5,False
qwen38max,S136,none,True
qwen38max,S137,art5,False
qwen38max,S138,none,True
qwen38max,S139,none,True
qwen38max,S140,annex_i,False
qwen38max,S141,art5,True
qwen38max,S142,none,True
qwen38max,S143,art5,False
qwen38max,S144,none,True
qwen38max,S145,none,True
qwen38max,S146,none,True
qwen38max,S147,none,True
qwen38max,S148,none,True
qwen38max,S149,none,True
qwen38max,S150,none,True
sonnet46,S001,none,True
sonnet46,S002,none,True
sonnet46,S003,none,True
sonnet46,S004,none,True
sonnet46,S005,none,True
sonnet46,S006,none,True
sonnet46,S007,art5,True
sonnet46,S008,none,True
sonnet46,S009,none,True
sonnet46,S010,annex_iii,True
sonnet46,S011,art5,True
sonnet46,S012,none,True
sonnet46,S013,none,True
sonnet46,S014,none,True
sonnet46,S015,art5,True
sonnet46,S016,none,True
sonnet46,S017,profiling,True
sonnet46,S018,none,True
sonnet46,S020,none,True
sonnet46,S021,none,True
sonnet46,S022,annex_iii,True
sonnet46,S023,art5,True
sonnet46,S024,annex_iii,False
sonnet46,S025,annex_iii,True
sonnet46,S027,none,True
sonnet46,S029,none,True
sonnet46,S030,none,True
sonnet46,S031,art5,True
sonnet46,S032,annex_iii,True
sonnet46,S033,art5,True
sonnet46,S034,none,True
sonnet46,S035,art5,True
sonnet46,S036,art50,True
sonnet46,S037,none,True
sonnet46,S038,none,True
sonnet46,S039,art5,True
sonnet46,S040,annex_i,False
sonnet46,S042,none,True
sonnet46,S043,art5,True
sonnet46,S044,none,True
sonnet46,S045,art5,True
sonnet46,S046,profiling,True
sonnet46,S047,annex_iii,True
sonnet46,S048,none,True
sonnet46,S049,art50,True
sonnet46,S050,none,True
sonnet46,S051,none,True
sonnet46,S052,annex_iii,True
sonnet46,S053,art5,True
sonnet46,S054,none,True
sonnet46,S055,none,True
sonnet46,S056,art5,True
sonnet46,S057,art5,True
sonnet46,S058,annex_i,False
sonnet46,S060,art5,True
sonnet46,S061,profiling,True
sonnet46,S062,annex_iii,True
sonnet46,S063,none,True
sonnet46,S064,none,True
sonnet46,S065,none,True
sonnet46,S066,annex_iii,False
sonnet46,S068,annex_iii,False
sonnet46,S069,art5,False
sonnet46,S070,none,True
sonnet46,S071,none,True
sonnet46,S072,annex_i,False
sonnet46,S073,none,True
sonnet46,S074,art5,True
sonnet46,S075,none,True
sonnet46,S076,none,True
sonnet46,S077,none,True
sonnet46,S078,none,True
sonnet46,S079,none,True
sonnet46,S080,art5,True
sonnet46,S081,annex_i,True
sonnet46,S082,none,True
sonnet46,S083,none,True
sonnet46,S084,art5,False
sonnet46,S085,art5,True
sonnet46,S086,art5,True
sonnet46,S087,art5,False
sonnet46,S088,art5,False
sonnet46,S089,none,True
sonnet46,S090,none,True
sonnet46,S091,art5,True
sonnet46,S092,none,True
sonnet46,S093,art5,False
sonnet46,S094,art5,True
sonnet46,S095,art5,False
sonnet46,S096,annex_iii,False
sonnet46,S097,none,True
sonnet46,S098,none,True
sonnet46,S099,none,True
sonnet46,S100,annex_iii,False
sonnet46,S101,art5,True
sonnet46,S102,art5,True
sonnet46,S103,art5,True
sonnet46,S104,art5,False
sonnet46,S105,art5,False
sonnet46,S106,art5,False
sonnet46,S107,none,True
sonnet46,S108,art5,False
sonnet46,S109,none,True
sonnet46,S110,annex_i,False
sonnet46,S111,none,True
sonnet46,S112,art50,False
sonnet46,S113,art50,False
sonnet46,S114,art5,True
sonnet46,S115,art5,False
sonnet46,S116,art5,True
sonnet46,S117,none,True
sonnet46,S118,art5,True
sonnet46,S119,none,True
sonnet46,S120,derogation,False
sonnet46,S121,art5,True
sonnet46,S122,art5,True
sonnet46,S123,art5,False
sonnet46,S124,art5,True
sonnet46,S125,art5,False
sonnet46,S126,none,True
sonnet46,S127,art5,False
sonnet46,S128,none,True
sonnet46,S129,art5,False
sonnet46,S130,art50,False
sonnet46,S131,art5,False
sonnet46,S132,art5,True
sonnet46,S133,none,True
sonnet46,S134,art5,False
sonnet46,S135,art5,True
sonnet46,S136,art5,False
sonnet46,S137,art5,True
sonnet46,S138,none,True
sonnet46,S139,none,True
sonnet46,S140,annex_i,False
sonnet46,S141,art5,True
sonnet46,S142,none,True
sonnet46,S143,art5,False
sonnet46,S144,annex_iii,False
sonnet46,S145,none,True
sonnet46,S146,none,True
sonnet46,S147,none,True
sonnet46,S148,none,True
sonnet46,S149,none,True
sonnet46,S150,none,True
sonnet5,S001,profiling,True
sonnet5,S002,none,True
sonnet5,S003,none,True
sonnet5,S004,art50,False
sonnet5,S005,annex_iii,False
sonnet5,S006,none,True
sonnet5,S007,annex_iii,False
sonnet5,S008,none,True
sonnet5,S009,none,True
sonnet5,S010,annex_i,True
sonnet5,S011,art5,False
sonnet5,S012,none,True
sonnet5,S013,annex_iii,False
sonnet5,S014,none,True
sonnet5,S015,none,True
sonnet5,S016,annex_iii,True
sonnet5,S017,none,True
sonnet5,S018,none,True
sonnet5,S020,none,True
sonnet5,S021,none,True
sonnet5,S022,profiling,True
sonnet5,S023,none,True
sonnet5,S024,none,True
sonnet5,S025,annex_iii,True
sonnet5,S027,none,True
sonnet5,S029,none,True
sonnet5,S030,none,True
sonnet5,S031,annex_iii,False
sonnet5,S032,art5,False
sonnet5,S033,art5,False
sonnet5,S034,none,True
sonnet5,S035,none,True
sonnet5,S036,none,True
sonnet5,S037,none,True
sonnet5,S038,none,True
sonnet5,S039,art5,False
sonnet5,S040,profiling,True
sonnet5,S042,annex_iii,True
sonnet5,S043,art50,True
sonnet5,S044,none,True
sonnet5,S045,none,True
sonnet5,S046,profiling,True
sonnet5,S047,profiling,True
sonnet5,S048,none,True
sonnet5,S049,derogation,False
sonnet5,S050,annex_iii,True
sonnet5,S051,none,True
sonnet5,S052,annex_iii,True
sonnet5,S053,art5,True
sonnet5,S054,none,True
sonnet5,S055,none,True
sonnet5,S056,art5,True
sonnet5,S057,none,True
sonnet5,S058,none,True
sonnet5,S060,none,True
sonnet5,S061,profiling,True
sonnet5,S062,none,True
sonnet5,S063,none,True
sonnet5,S064,none,True
sonnet5,S065,none,True
sonnet5,S066,profiling,True
sonnet5,S068,none,True
sonnet5,S069,art5,False
sonnet5,S070,none,True
sonnet5,S071,annex_iii,True
sonnet5,S072,art5,False
sonnet5,S073,none,True
sonnet5,S074,profiling,True
sonnet5,S075,none,True
sonnet5,S076,profiling,True
sonnet5,S077,none,True
sonnet5,S078,none,True
sonnet5,S079,none,True
sonnet5,S080,none,True
sonnet5,S081,annex_iii,False
sonnet5,S082,none,True
sonnet5,S083,art5,False
sonnet5,S084,art5,False
sonnet5,S085,none,True
sonnet5,S086,none,True
sonnet5,S087,none,True
sonnet5,S088,art5,False
sonnet5,S089,none,True
sonnet5,S090,none,True
sonnet5,S091,art5,False
sonnet5,S092,art5,True
sonnet5,S093,art5,False
sonnet5,S094,none,True
sonnet5,S095,art5,False
sonnet5,S096,none,True
sonnet5,S097,none,True
sonnet5,S098,none,True
sonnet5,S099,none,True
sonnet5,S100,none,True
sonnet5,S101,none,True
sonnet5,S102,art5,True
sonnet5,S103,art5,False
sonnet5,S104,art5,False
sonnet5,S105,none,True
sonnet5,S106,art5,False
sonnet5,S107,none,True
sonnet5,S108,art5,False
sonnet5,S109,none,True
sonnet5,S110,annex_i,False
sonnet5,S111,none,True
sonnet5,S112,art50,False
sonnet5,S113,none,True
sonnet5,S114,none,True
sonnet5,S115,art5,False
sonnet5,S116,art5,False
sonnet5,S117,none,True
sonnet5,S118,none,True
sonnet5,S119,none,True
sonnet5,S120,none,True
sonnet5,S121,none,True
sonnet5,S122,none,True
sonnet5,S123,annex_i,True
sonnet5,S124,art5,False
sonnet5,S125,art5,False
sonnet5,S126,none,True
sonnet5,S127,profiling,True
sonnet5,S128,none,True
sonnet5,S129,none,True
sonnet5,S130,none,True
sonnet5,S131,annex_i,True
sonnet5,S132,none,True
sonnet5,S133,none,True
sonnet5,S134,none,True
sonnet5,S135,none,True
sonnet5,S136,none,True
sonnet5,S137,none,True
sonnet5,S138,annex_iii,True
sonnet5,S139,none,True
sonnet5,S140,annex_i,False
sonnet5,S141,none,True
sonnet5,S142,annex_iii,True
sonnet5,S143,annex_iii,True
sonnet5,S144,annex_iii,False
sonnet5,S145,none,True
sonnet5,S146,annex_iii,True
sonnet5,S147,none,True
sonnet5,S148,none,True
sonnet5,S149,none,True
sonnet5,S150,profiling,True
